Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,53,F,2,College,Single,Unknown,Blue,38,2,3,3,16592.0,1435,0.76,7642,89,0.648,0.086
Existing Customer,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753.0,1845,0.689,7302,80,0.702,0.172
Existing Customer,39,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,1,3,9959.0,1501,0.822,8505,86,0.536,0.151
Existing Customer,43,F,3,College,Married,Less than $40K,Silver,34,4,2,2,11362.0,1871,0.859,7849,88,0.63,0.165
Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,32,2,1,1,20001.0,0,0.742,8094,96,0.6,0.0
Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786.0,1559,0.909,8575,92,0.736,0.177
Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142.0,1917,0.727,7892,83,0.729,0.268
Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477.0,2517,1.022,4996,55,0.486,0.562
Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,30,1,2,3,5357.0,1272,0.708,7730,97,0.54,0.237
Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367.0,1606,0.956,4506,59,0.639,0.678
Existing Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,2,3,23402.0,958,0.646,7570,98,0.633,0.041
Existing Customer,40,M,3,Doctorate,Unknown,Less than $40K,Blue,36,1,1,3,4587.0,1771,0.647,7479,83,0.694,0.386
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,3,2,6565.0,1130,0.823,7729,97,0.644,0.172
Attrited Customer,46,F,4,Unknown,Married,Unknown,Blue,27,1,2,3,6030.0,0,1.031,4983,62,0.442,0.0
Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982.0,0,1.018,4830,50,0.724,0.0
Existing Customer,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128.0,0,0.704,7588,98,0.581,0.0
Attrited Customer,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,2,2,1,9405.0,0,1.033,4801,47,0.382,0.0
Existing Customer,49,M,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646.0,1448,0.895,8160,92,0.586,0.099
Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,37,1,3,2,12578.0,2517,0.875,8362,82,0.64,0.2
Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416.0,1970,0.804,8254,75,0.596,0.577
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224.0,0,0.63,7612,82,0.783,0.0
Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741.0,2517,1.087,8352,71,0.821,0.234
Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058.0,0,0.997,4754,60,0.463,0.0
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561.0,915,0.637,7341,79,0.491,0.107
Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959.0,0,1.049,4859,64,0.524,0.0
Existing Customer,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645.0,2076,0.759,7710,75,0.875,0.272
Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922.0,1124,0.766,8049,76,0.434,0.585
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625.0,1640,0.893,7890,75,0.875,0.292
Existing Customer,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,2274.0,708,0.677,7735,74,0.682,0.311
Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422.0,2108,0.891,4633,58,0.611,0.224
Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,37,2,1,3,7469.0,2474,0.674,8213,86,0.623,0.331
Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,2,2,2,3849.0,1281,0.777,7930,90,0.607,0.333
Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778.0,1351,0.785,7590,74,0.682,0.283
Existing Customer,47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,2,2,3,5168.0,2265,0.715,8211,80,0.818,0.438
Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199.0,0,1.047,4805,59,0.639,0.0
Existing Customer,55,F,2,Graduate,Single,Unknown,Blue,42,2,3,2,21046.0,1631,0.731,7653,95,0.638,0.077
Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540.0,0,0.723,7919,88,0.6,0.0
Existing Customer,46,F,5,Graduate,Unknown,Unknown,Blue,36,2,3,1,5496.0,1816,0.678,7985,93,0.603,0.33
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794.0,1544,0.72,7872,80,0.538,0.407
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785.0,2130,0.813,7950,86,0.593,0.368
Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387.0,810,0.746,7604,87,0.642,0.042
Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086.0,1974,0.775,7932,87,0.642,0.483
Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043.0,1974,1.027,4638,48,0.655,0.218
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128.0,2517,0.8,8526,93,0.661,0.226
Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,3062.0,2058,0.622,7289,75,0.705,0.672
Existing Customer,39,F,0,Unknown,Single,$40K - $60K,Silver,26,1,1,1,22054.0,1146,0.842,8055,82,0.673,0.052
Existing Customer,53,F,2,Graduate,Unknown,Less than $40K,Blue,35,1,2,3,2199.0,693,0.654,7342,86,0.483,0.315
Existing Customer,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303.0,1580,0.877,7825,87,0.45,0.17
Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566.0,1618,0.72,7570,88,0.544,0.214
Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343.0,0,0.709,8027,94,0.679,0.0
Existing Customer,47,F,2,Uneducated,Married,Unknown,Blue,35,2,1,1,15155.0,1287,0.868,7724,79,0.58,0.085
Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795.0,0,0.855,7855,81,0.528,0.0
Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572.0,2128,0.821,7850,94,0.516,0.248
Attrited Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895.0,0,1.043,5147,53,0.559,0.0
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636.0,1257,0.661,7136,82,0.608,0.477
Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511.0,2220,0.712,7041,95,0.532,0.233
Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896.0,2517,1.028,4935,58,0.487,0.231
Existing Customer,45,F,3,Graduate,Divorced,Unknown,Blue,36,2,3,2,12406.0,1980,0.791,8113,90,0.5,0.16
Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769.0,274,0.998,4885,54,0.35,0.04
Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,2,1,1,2737.0,0,0.71,7587,80,0.569,0.0
Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987.0,1992,0.739,8302,81,0.841,0.125
Existing Customer,42,M,5,College,Married,$40K - $60K,Blue,27,1,3,1,2437.0,1718,0.608,8028,77,0.54,0.705
Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557.0,985,0.592,7333,91,0.596,0.216
Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949.0,829,0.749,7685,91,0.596,0.076
Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Silver,30,1,2,3,10398.0,1630,0.755,7702,81,0.688,0.157
Existing Customer,40,F,3,College,Single,$40K - $60K,Silver,28,2,1,2,22361.0,1873,0.701,7586,94,0.567,0.084
Existing Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841.0,1411,0.785,8444,81,0.688,0.367
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Silver,26,1,3,1,10877.0,1802,0.706,7974,90,0.731,0.166
Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,26,2,1,2,5848.0,1481,0.711,8417,95,0.462,0.253
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,32,1,2,1,11552.0,1970,0.705,7180,96,0.548,0.171
Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,2,2,3,11901.0,2517,0.781,7998,82,0.608,0.211
Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,19,1,2,2,2273.0,0,0.828,7899,79,0.646,0.0
Existing Customer,57,F,3,Graduate,Unknown,Less than $40K,Blue,36,2,2,1,3082.0,2507,0.687,7787,89,0.508,0.813
Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,41,1,2,2,9298.0,1898,0.655,8427,87,0.776,0.204
Existing Customer,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,53,1,2,3,4136.0,0,0.64,7739,97,0.59,0.0
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,1,1,3,6441.0,2151,0.64,7123,94,0.492,0.334
Existing Customer,42,F,4,Unknown,Married,Unknown,Blue,36,1,4,2,7469.0,837,0.828,8281,80,0.739,0.112
Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,2,3,3569.0,1054,0.775,7963,85,0.574,0.295
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,33,1,2,3,4174.0,2507,0.832,7905,86,0.755,0.601
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,2,2,1,23223.0,628,0.837,7358,87,0.642,0.027
Existing Customer,46,M,3,Graduate,Married,Less than $40K,Blue,27,1,2,2,6954.0,1502,0.624,7510,89,0.648,0.216
Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,3,7136.0,2345,0.699,7729,86,0.654,0.329
Existing Customer,43,F,4,High School,Single,Less than $40K,Blue,38,1,1,1,1820.0,0,0.708,7714,91,0.596,0.0
Existing Customer,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937.0,1633,0.857,8235,102,0.522,0.556
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,1,3,2,6636.0,2399,0.681,7023,86,0.654,0.362
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959.0,1022,0.78,7847,65,0.857,0.522
Existing Customer,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801.0,2018,0.684,7561,91,0.685,0.259
Existing Customer,55,M,3,College,Single,$120K +,Blue,44,2,2,3,6455.0,1837,0.717,8001,99,0.707,0.285
Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343.0,1175,0.699,8313,107,0.672,0.104
Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667.0,2191,0.682,7886,94,0.679,0.286
Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713.0,1590,0.847,7946,85,0.667,0.237
Existing Customer,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984.0,1429,0.751,7850,85,0.635,0.13
Existing Customer,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058.0,1534,0.701,7009,82,0.708,0.067
Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,36,2,2,2,17606.0,1377,0.861,8104,83,0.627,0.078
Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,2,2,18000.0,1829,0.675,7149,86,0.623,0.102
Existing Customer,48,F,2,College,Married,Less than $40K,Blue,41,2,2,2,5550.0,2517,0.767,6984,85,0.545,0.454
Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621.0,0,0.779,7400,86,0.686,0.0
Existing Customer,49,F,4,College,Married,Less than $40K,Blue,36,1,1,2,3244.0,0,0.765,7495,97,0.54,0.0
Existing Customer,45,M,2,Unknown,Married,$40K - $60K,Blue,27,2,2,3,5800.0,1434,0.715,8202,89,0.679,0.247
Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550.0,1421,0.819,8063,72,0.714,0.557
Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874.0,2415,0.933,4619,59,0.372,0.222
Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,2,2,2,13769.0,0,1.058,4738,53,0.395,0.0
Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,3,17894.0,304,0.965,4691,63,0.465,0.017
Existing Customer,49,F,5,Graduate,Married,Less than $40K,Gold,38,1,2,2,15016.0,2016,0.709,7685,84,0.527,0.134
Existing Customer,45,M,4,Graduate,Single,$120K +,Blue,38,1,1,3,9036.0,0,0.753,8356,79,0.681,0.0
Existing Customer,54,M,1,High School,Single,$80K - $120K,Blue,36,1,2,3,12813.0,1998,0.837,7803,81,0.688,0.156
Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,29,1,1,1,4660.0,1844,1.018,8571,84,0.647,0.396
Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174.0,0,0.955,4890,49,0.485,0.0
Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36,1,1,2,11210.0,1079,0.651,7206,86,0.536,0.096
Existing Customer,44,F,5,Unknown,Married,Less than $40K,Blue,34,2,1,3,2490.0,1235,0.823,8065,88,0.76,0.496
Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,29,2,3,3,7504.0,1134,0.67,7525,100,0.449,0.151
Existing Customer,51,F,2,College,Married,Unknown,Blue,32,1,3,2,15048.0,2517,0.666,7592,96,0.524,0.167
Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,29,2,2,1,9357.0,1942,0.8,7971,84,0.787,0.208
Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,45,2,3,3,11548.0,0,0.611,7781,72,0.895,0.0
Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,39,1,2,3,8767.0,1684,0.786,8066,79,0.549,0.192
Existing Customer,42,M,4,Unknown,Single,$40K - $60K,Blue,33,1,3,1,5306.0,2410,0.738,7437,94,0.709,0.454
Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,2,3,3,3608.0,2517,1.057,4907,53,0.559,0.698
Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987.0,2065,0.705,7395,100,0.562,0.129
Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751.0,1573,0.878,8332,102,0.569,0.072
Existing Customer,44,F,3,College,Single,Less than $40K,Blue,32,1,2,1,7926.0,1051,0.729,7677,87,0.554,0.133
Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2,1,3,2221.0,1291,0.785,8618,98,0.815,0.581
Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,2,2,2,5858.0,961,0.657,7916,82,0.708,0.164
Existing Customer,44,F,3,High School,Single,Unknown,Blue,36,1,3,2,9766.0,1575,0.661,7605,101,0.603,0.161
Existing Customer,38,M,3,College,Single,$120K +,Blue,26,2,2,1,14938.0,0,0.626,7385,90,0.429,0.0
Existing Customer,51,F,2,High School,Single,Unknown,Blue,36,2,1,2,2319.0,1347,0.722,7558,85,0.491,0.581
Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,2,17698.0,1769,0.623,8056,95,0.583,0.1
Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,6482.0,1686,0.753,7544,101,0.629,0.26
Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2,2,2,2479.0,1748,0.831,8042,85,0.545,0.705
Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,1,4941.0,1040,0.765,7631,91,0.596,0.21
Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,33,1,2,1,8230.0,1333,0.692,7736,84,0.68,0.162
Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893.0,1462,1.031,4782,50,0.351,0.212
Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,35,1,2,3,7653.0,1693,0.683,7508,93,0.576,0.221
Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,3,2,16828.0,2517,1.059,4939,63,0.465,0.15
Existing Customer,43,M,3,College,Single,$80K - $120K,Blue,34,2,2,2,5390.0,1324,0.611,7739,106,0.472,0.246
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43,2,1,1,7037.0,0,0.752,7678,93,0.691,0.0
Existing Customer,47,M,3,College,Married,Less than $40K,Blue,34,2,1,2,8390.0,0,0.8,8316,92,0.704,0.0
Existing Customer,49,M,3,Unknown,Single,$60K - $80K,Blue,45,1,1,1,2122.0,1101,0.711,7404,103,0.515,0.519
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442.0,2517,0.62,7801,74,0.644,0.731
Existing Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,6680.0,1839,0.617,7632,95,0.532,0.275
Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,32,2,2,3,7244.0,2031,0.724,7925,90,0.5,0.28
Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476.0,2250,0.969,4659,48,0.6,0.909
Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,30,1,1,3,2019.0,803,0.882,8426,102,0.478,0.398
Existing Customer,54,F,2,Unknown,Divorced,Less than $40K,Blue,36,1,2,1,8758.0,1511,0.674,7680,89,0.508,0.173
Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,36,2,1,2,2166.0,1458,0.712,8215,109,0.535,0.673
Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,40,2,1,1,3449.0,1634,0.776,8300,94,0.469,0.474
Existing Customer,51,F,4,Graduate,Divorced,Less than $40K,Blue,36,2,3,2,2984.0,2512,0.861,8296,91,0.685,0.842
Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2,3,4,2673.0,0,1.043,4929,54,0.459,0.0
Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633.0,1989,0.67,7570,91,0.655,0.096
Existing Customer,51,M,3,Unknown,Unknown,$120K +,Blue,44,2,2,3,11954.0,0,0.779,7345,93,0.55,0.0
Attrited Customer,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479.0,0,0.89,4520,63,0.37,0.0
Existing Customer,58,F,2,Uneducated,Single,Unknown,Blue,44,1,2,2,2599.0,1407,0.727,8061,98,0.531,0.541
Existing Customer,46,M,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074.0,1223,0.955,8256,99,0.623,0.121
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,42,2,2,1,10901.0,1874,0.608,7498,90,0.5,0.172
Existing Customer,42,F,5,Unknown,Single,Less than $40K,Blue,30,2,3,3,8325.0,0,0.823,8198,90,0.915,0.0
Existing Customer,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,1,1,2,18072.0,1378,0.73,8199,98,0.75,0.076
Existing Customer,39,M,1,College,Unknown,$40K - $60K,Blue,32,1,1,3,4874.0,2317,0.854,7776,98,0.782,0.475
Existing Customer,50,M,3,College,Unknown,$60K - $80K,Blue,42,1,2,3,12889.0,1822,0.88,8272,79,0.837,0.141
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,31,2,3,1,7531.0,1692,0.771,7768,92,0.878,0.225
Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,1,5131.0,1484,0.75,7432,92,0.559,0.289
Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708.0,1357,0.852,8503,88,0.571,0.066
Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Silver,36,4,3,1,14057.0,1381,1.039,4729,54,0.742,0.098
Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,33,1,3,1,2211.0,768,0.745,7527,88,0.66,0.347
Existing Customer,35,F,4,High School,Unknown,Unknown,Blue,26,2,1,2,16950.0,0,0.625,7821,97,0.672,0.0
Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,24,1,1,3,15043.0,0,0.649,7234,83,0.694,0.0
Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,30,1,3,2,2248.0,1853,0.666,7739,101,0.906,0.824
Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670.0,1684,0.675,8608,100,0.515,0.459
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,36,1,3,1,8014.0,1250,0.667,6950,84,0.585,0.156
Existing Customer,44,F,4,Unknown,Married,Less than $40K,Blue,39,1,1,1,2771.0,1779,0.841,8268,73,0.698,0.642
Attrited Customer,45,F,3,High School,Married,Unknown,Blue,40,1,4,2,8383.0,0,1.036,5460,63,0.853,0.0
Existing Customer,44,F,2,Unknown,Single,Less than $40K,Gold,30,1,3,3,15365.0,630,0.807,7890,91,0.685,0.041
Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913.0,0,1.058,4955,56,0.806,0.0
Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,34,1,2,1,4748.0,2085,0.615,7288,88,0.6,0.439
Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,2,3,1,11508.0,0,1.005,5242,74,0.574,0.0
Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,38,2,2,1,2396.0,887,0.604,7480,84,0.787,0.37
Existing Customer,49,M,4,Uneducated,Married,$120K +,Blue,38,2,3,1,18991.0,1208,0.727,7716,83,0.804,0.064
Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,10908.0,0,0.983,4883,42,0.5,0.0
Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48,2,2,2,14627.0,1997,0.718,7766,82,0.745,0.137
Existing Customer,63,M,0,Uneducated,Single,$60K - $80K,Blue,36,2,3,1,7997.0,1096,0.716,7747,104,0.651,0.137
Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46,2,3,3,7547.0,2477,1.021,5294,73,0.698,0.328
Existing Customer,44,F,4,Doctorate,Married,$40K - $60K,Blue,30,1,3,1,6329.0,1643,0.706,8514,109,0.73,0.26
Existing Customer,42,M,3,Uneducated,Married,$40K - $60K,Blue,37,2,3,3,4960.0,1724,0.879,8218,88,0.913,0.348
Existing Customer,55,F,3,College,Single,Less than $40K,Gold,35,2,3,3,15987.0,1973,0.705,7345,98,0.463,0.123
Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,36,2,2,1,3244.0,1855,0.7,8087,95,0.792,0.572
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37,1,2,3,7298.0,2517,0.838,7973,88,0.692,0.345
Existing Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,2,3,3,2430.0,1657,0.659,8444,100,0.449,0.682
Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,29,2,3,2,7650.0,2045,0.891,8609,109,0.758,0.267
Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,51,1,1,2,4675.0,1340,0.68,8037,100,0.852,0.287
Existing Customer,61,M,1,Uneducated,Single,$40K - $60K,Blue,52,2,1,1,2177.0,1329,0.647,7037,82,0.745,0.61
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,2,3,3,2821.0,1995,0.62,8220,103,0.635,0.707
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,36,2,2,3,6769.0,1133,0.743,7986,88,0.6,0.167
Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Blue,40,2,1,2,4705.0,890,0.723,8226,97,0.644,0.189
Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,27,1,3,1,19150.0,1093,0.716,8327,85,0.545,0.057
Existing Customer,41,M,3,High School,Divorced,$80K - $120K,Blue,28,1,3,3,16627.0,2118,0.589,7996,99,0.597,0.127
Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,3,1,11476.0,2365,0.65,8110,113,0.766,0.206
Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,3,4,23026.0,2517,1.032,4909,52,0.625,0.109
Existing Customer,44,M,3,College,Married,$40K - $60K,Silver,36,2,1,2,16199.0,1533,0.855,8150,106,0.631,0.095
Existing Customer,54,F,1,Unknown,Single,Unknown,Blue,36,1,3,3,3723.0,1728,0.595,8554,99,0.678,0.464
Existing Customer,45,M,2,Graduate,Single,Less than $40K,Silver,32,2,1,3,12695.0,1613,0.852,8328,94,0.843,0.127
Attrited Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,3,2,12218.0,0,1.005,5272,62,0.59,0.0
Existing Customer,39,F,1,Unknown,Single,Less than $40K,Platinum,35,1,2,3,15987.0,1494,0.731,8438,92,0.84,0.093
Existing Customer,55,F,0,Graduate,Single,Less than $40K,Silver,49,1,2,3,12094.0,1870,0.845,8285,106,0.738,0.155
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,36,1,1,3,2946.0,743,0.827,8553,88,0.872,0.252
Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Silver,40,2,3,2,17812.0,0,0.75,8379,106,0.606,0.0
Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,2,2,15785.0,1174,0.732,8097,105,0.842,0.074
Attrited Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3,1,3015.0,0,1.058,5372,75,0.596,0.0
Existing Customer,40,F,3,High School,Married,$40K - $60K,Silver,34,2,2,2,19000.0,1568,0.688,8443,97,0.865,0.083
Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714.0,949,1.036,5366,68,0.659,0.081
Existing Customer,47,M,1,College,Married,$80K - $120K,Blue,39,2,3,1,5660.0,2210,0.583,7867,100,0.695,0.39
Attrited Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,5,3,3,7552.0,0,1.047,5537,63,0.853,0.0
Existing Customer,42,M,3,Unknown,Married,Less than $40K,Silver,31,1,1,1,14630.0,0,0.752,8217,99,0.65,0.0
Attrited Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080.0,787,0.975,4866,56,0.647,0.129
Attrited Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,39,2,2,2,2886.0,925,0.946,5481,58,0.758,0.321
